1/1/00;1;yogurt
1/1/00;1;pork
1/1/00;1;sandwich bags
1/1/00;1;lunch meat
1/1/00;1;all- purpose
1/1/00;1;flour
1/1/00;1;soda
1/1/00;1;butter
1/1/00;1;vegetables
1/1/00;1;beef
1/1/00;1;aluminum foil
1/1/00;1;all- purpose
1/1/00;1;dinner rolls
1/1/00;1;shampoo
1/1/00;1;all- purpose
1/1/00;1;mixes
1/1/00;1;soap
1/1/00;1;laundry detergent
1/1/00;1;ice cream
1/1/00;1;dinner rolls
1/1/00;2;toilet paper
1/1/00;2;shampoo
1/1/00;2;hand soap
1/1/00;2;waffles
1/1/00;2;vegetables
1/1/00;2;cheeses
1/1/00;2;mixes
1/1/00;2;milk
1/1/00;2;sandwich bags
1/1/00;2;laundry detergent
1/1/00;2;dishwashing liquid/detergent
1/1/00;2;NA
1/1/00;2;individual meals
1/1/00;2;hand soap
1/1/00;2;vegetables
1/1/00;2;individual meals
1/1/00;2;yogurt
1/1/00;2;cereals
1/1/00;2;shampoo
1/1/00;2;vegetables
1/1/00;2;aluminum foil
1/1/00;2;tortillas
1/1/00;2;mixes
2/1/00;3;NA
2/1/00;3;pork
2/1/00;3;soap
2/1/00;3;ice cream
2/1/00;3;toilet paper
2/1/00;3;dinner rolls
2/1/00;3;hand soap
2/1/00;3;spaghetti sauce
2/1/00;3;milk
2/1/00;3;ketchup
2/1/00;3;sandwich loaves
2/1/00;3;poultry
2/1/00;3;toilet paper
2/1/00;3;ice cream
2/1/00;3;ketchup
2/1/00;3;vegetables
2/1/00;3;laundry detergent
2/1/00;3;spaghetti sauce
2/1/00;3;bagels
2/1/00;3;soap
2/1/00;3;ice cream
2/1/00;3;shampoo
2/1/00;3;lunch meat
2/1/00;3;cereals
2/1/00;3;spaghetti sauce
2/1/00;3;pork
2/1/00;3;vegetables
2/1/00;3;cheeses
2/1/00;3;eggs
2/1/00;3;vegetables
2/1/00;3;vegetables
2/1/00;4;cereals
2/1/00;4;juice
2/1/00;4;lunch meat
2/1/00;4;soda
2/1/00;4;toilet paper
2/1/00;4;all- purpose
2/1/00;5;sandwich loaves
2/1/00;5;NA
2/1/00;5;tortillas
NA;5;mixes
2/1/00;5;hand soap
2/1/00;5;toilet paper
2/1/00;5;vegetables
2/1/00;5;vegetables
2/1/00;5;paper towels
2/1/00;NA;vegetables
2/1/00;5;flour
2/1/00;5;vegetables
2/1/00;5;pork
2/1/00;5;poultry
2/1/00;5;eggs
2/1/00;5;vegetables
2/1/00;5;pork
2/1/00;5;spaghetti sauce
2/1/00;5;vegetables
2/1/00;5;milk
2/1/00;5;waffles
2/1/00;5;individual meals
2/1/00;5;vegetables
2/1/00;5;dinner rolls
2/1/00;5;all- purpose
2/1/00;5;soda
2/1/00;5;yogurt
2/1/00;6;laundry detergent
2/1/00;6;toilet paper
2/1/00;6;eggs
2/1/00;6;toilet paper
2/1/00;6;vegetables
2/1/00;6;bagels
2/1/00;6;dishwashing liquid/detergent
2/1/00;6;cereals
2/1/00;6;paper towels
2/1/00;6;laundry detergent
2/1/00;6;butter
2/1/00;6;cereals
2/1/00;6;bagels
2/1/00;6;paper towels
2/1/00;6;shampoo
2/1/00;6;toilet paper
2/1/00;6;soap
2/1/00;6;soap
2/1/00;6;pasta
2/1/00;6;coffee/tea
2/1/00;6;poultry
2/1/00;6;bagels
2/1/00;6;aluminum foil
2/1/00;6;butter
2/1/00;6;spaghetti sauce
2/1/00;6;ketchup
2/1/00;6;all- purpose
2/1/00;6;milk
3/1/00;7;individual meals
3/1/00;7;paper towels
3/1/00;7;tortillas
3/1/00;7;vegetables
3/1/00;7;milk
3/1/00;7;ice cream
3/1/00;7;juice
3/1/00;7;dishwashing liquid/detergent
3/1/00;7;soap
3/1/00;7;sandwich bags
3/1/00;7;pasta
3/1/00;7;ketchup
3/1/00;7;all- purpose
3/1/00;7;yogurt
3/1/00;7;mixes
3/1/00;7;mixes
3/1/00;7;toilet paper
3/1/00;7;vegetables
3/1/00;7;beef
3/1/00;7;sandwich bags
3/1/00;7;eggs
3/1/00;7;spaghetti sauce
3/1/00;7;fruits
3/1/00;7;toilet paper
4/1/00;8;ice cream
4/1/00;8;juice
4/1/00;8;paper towels
4/1/00;8;waffles
4/1/00;8;soda
4/1/00;8;cheeses
4/1/00;8;poultry
4/1/00;8;toilet paper
4/1/00;8;vegetables
4/1/00;9;juice
4/1/00;9;poultry
4/1/00;9;coffee/tea
4/1/00;9;coffee/tea
4/1/00;9;dishwashing liquid/detergent
5/1/00;10;ketchup
5/1/00;10;coffee/tea
5/1/00;10;toilet paper
5/1/00;10;pork
5/1/00;10;flour
5/1/00;10;milk
5/1/00;10;soda
5/1/00;10;dishwashing liquid/detergent
5/1/00;10;eggs
5/1/00;10;tortillas
5/1/00;10;tortillas
5/1/00;10;vegetables
5/1/00;10;fruits
5/1/00;10;sugar
5/1/00;10;soap
5/1/00;10;dishwashing liquid/detergent
5/1/00;10;juice
5/1/00;10;sandwich loaves
5/1/00;10;poultry
5/1/00;10;eggs
5/1/00;10;flour
5/1/00;10;bagels
5/1/00;10;soda
5/1/00;10;bagels
5/1/00;10;soda
5/1/00;10;beef
5/1/00;10;coffee/tea
5/1/00;10;dishwashing liquid/detergent
5/1/00;10;cheeses
5/1/00;10;beef
5/1/00;10;soap
5/1/00;10;lunch meat
5/1/00;10;pork
5/1/00;10;waffles
5/1/00;11;sandwich loaves
5/1/00;11;ice cream
5/1/00;11;soda
5/1/00;11;bagels
5/1/00;11;dishwashing liquid/detergent
5/1/00;11;eggs
5/1/00;11;sugar
5/1/00;11;waffles
5/1/00;11;individual meals
5/1/00;11;toilet paper
5/1/00;11;pasta
5/1/00;11;sandwich loaves
5/1/00;11;cheeses
5/1/00;11;vegetables
5/1/00;11;hand soap
5/1/00;11;vegetables
5/1/00;11;vegetables
5/1/00;11;ketchup
5/1/00;11;poultry
5/1/00;11;dinner rolls
5/1/00;11;dishwashing liquid/detergent
5/1/00;11;coffee/tea
5/1/00;11;milk
5/1/00;11;shampoo
5/1/00;11;ketchup
5/1/00;11;sandwich loaves
5/1/00;11;hand soap
5/1/00;11;bagels
5/1/00;11;flour
5/1/00;11;vegetables
5/1/00;11;pork
6/1/00;12;pork
6/1/00;12;tortillas
6/1/00;12;pork
6/1/00;12;shampoo
6/1/00;12;lunch meat
6/1/00;12;pasta
6/1/00;12;juice
6/1/00;12;bagels
6/1/00;12;vegetables
6/1/00;12;bagels
6/1/00;12;vegetables
6/1/00;12;laundry detergent
6/1/00;12;yogurt
6/1/00;12;sugar
6/1/00;12;waffles
6/1/00;12;hand soap
6/1/00;12;hand soap
6/1/00;12;butter
6/1/00;12;juice
6/1/00;12;spaghetti sauce
6/1/00;12;vegetables
6/1/00;12;flour
7/1/00;13;sugar
7/1/00;13;fruits
7/1/00;13;all- purpose
7/1/00;13;aluminum foil
7/1/00;13;laundry detergent
7/1/00;13;individual meals
7/1/00;13;flour
7/1/00;13;pork
7/1/00;13;shampoo
7/1/00;13;sugar
7/1/00;13;aluminum foil
7/1/00;13;shampoo
7/1/00;13;soap
7/1/00;13;bagels
7/1/00;13;toilet paper
7/1/00;13;juice
7/1/00;13;ice cream
7/1/00;13;ice cream
7/1/00;13;sandwich loaves
7/1/00;13;soap
7/1/00;13;sugar
7/1/00;13;paper towels
7/1/00;13;vegetables
7/1/00;14;fruits
7/1/00;14;dinner rolls
7/1/00;14;individual meals
7/1/00;14;shampoo
7/1/00;14;ketchup
7/1/00;14;cereals
7/1/00;14;sandwich bags
7/1/00;14;laundry detergent
7/1/00;14;vegetables
7/1/00;14;sandwich loaves
7/1/00;14;cheeses
7/1/00;14;vegetables
7/1/00;15;individual meals
7/1/00;15;ice cream
7/1/00;15;cereals
7/1/00;15;paper towels
7/1/00;15;bagels
7/1/00;15;mixes
7/1/00;15;lunch meat
7/1/00;15;juice
7/1/00;15;toilet paper
7/1/00;15;cheeses
7/1/00;15;paper towels
7/1/00;15;paper towels
7/1/00;15;juice
7/1/00;15;aluminum foil
7/1/00;15;fruits
7/1/00;15;butter
7/1/00;15;sandwich loaves
7/1/00;15;tortillas
7/1/00;15;spaghetti sauce
7/1/00;15;hand soap
8/1/00;16;sugar
8/1/00;16;sandwich bags
8/1/00;16;flour
8/1/00;16;juice
8/1/00;16;milk
8/1/00;16;paper towels
8/1/00;16;cereals
8/1/00;16;sandwich bags
8/1/00;16;pasta
8/1/00;16;soda
8/1/00;16;dishwashing liquid/detergent
8/1/00;16;ice cream
8/1/00;16;soap
8/1/00;16;cheeses
8/1/00;16;beef
8/1/00;16;flour
8/1/00;16;dinner rolls
8/1/00;17;milk
8/1/00;17;hand soap
8/1/00;17;pasta
8/1/00;17;individual meals
8/1/00;17;spaghetti sauce
8/1/00;17;cereals
8/1/00;17;sandwich loaves
8/1/00;17;hand soap
8/1/00;17;individual meals
8/1/00;18;sandwich bags
8/1/00;18;toilet paper
8/1/00;18;bagels
8/1/00;18;shampoo
8/1/00;18;coffee/tea
9/1/00;19;individual meals
9/1/00;19;laundry detergent
9/1/00;19;coffee/tea
9/1/00;19;eggs
9/1/00;19;aluminum foil
9/1/00;19;beef
9/1/00;19;juice
9/1/00;19;flour
9/1/00;19;sugar
9/1/00;19;individual meals
9/1/00;19;waffles
9/1/00;19;bagels
9/1/00;19;vegetables
9/1/00;19;coffee/tea
9/1/00;19;spaghetti sauce
9/1/00;19;butter
9/1/00;19;beef
10/1/00;20;shampoo
